,horsepower,engine,energie,boite_de_vitesse,porte,couleur,premiere_main,departement,age,Finition
37378,90.0,1.5,Diesel,meca,5.0,gris,non,6,1994,Intens
37379,90.0,0.9,Essence,meca,5.0,noir,oui,20,528,Societe
37380,90.0,0.9,Essence,meca,5.0,gris,non,2,554,autre
37381,90.0,1.5,Diesel,meca,5.0,gris,oui,21,1553,Intens
37382,90.0,1.5,Diesel,meca,5.0,gris,non,57,1664,Intens
37383,90.0,1.5,Diesel,auto,5.0,blanc,non,38,830,Business
37384,90.0,1.5,Diesel,meca,5.0,bleu,non,81,93,Limited
37385,90.0,1.5,Diesel,meca,5.0,gris,non,10,723,Zen
37386,90.0,1.5,Diesel,meca,5.0,gris,non,64,613,Intens
37387,100.0,1.0,Essence,meca,5.0,gris,oui,34,323,Intens
37388,90.0,1.5,Diesel,auto,5.0,gris,non,78,1131,Business
37389,130.0,1.3,Essence,auto,5.0,bleu,non,73,57,Intens
37390,75.0,1.5,Diesel,meca,5.0,blanc,oui,29,1272,Zen
37391,90.0,1.5,Diesel,meca,5.0,gris,non,27,2988,Limited
37392,90.0,1.5,Diesel,meca,5.0,bleu,non,65,2649,Business
37393,75.0,1.5,Diesel,meca,5.0,blanc,non,88,1425,Limited
37394,90.0,1.5,Diesel,meca,5.0,gris,oui,93,819,Intens
37395,75.0,1.5,Diesel,meca,5.0,blanc,non,85,1593,Business
37396,90.0,1.5,Diesel,meca,5.0,gris,oui,91,1328,Zen
37397,75.0,1.5,Diesel,meca,5.0,blanc,oui,31,1321,Zen
37398,75.0,1.5,Diesel,meca,5.0,blanc,oui,50,1282,Zen
37399,90.0,1.5,Diesel,meca,5.0,gris,oui,33,1179,Business
37400,100.0,1.0,Essence,meca,5.0,noir,oui,54,366,Business
37401,90.0,1.5,Diesel,meca,5.0,gris,oui,31,898,Business
37402,120.0,1.2,Essence,auto,5.0,rouge,non,69,2020,Business
37403,75.0,1.5,Diesel,meca,5.0,gris,oui,91,2150,Zen
37404,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1857,Societe
37405,90.0,1.5,Diesel,meca,5.0,gris,non,57,944,Intens
37406,90.0,1.5,Diesel,meca,5.0,blanc,oui,28,1185,Business
37407,100.0,1.0,Essence,meca,5.0,gris,oui,91,112,autre
37408,100.0,1.0,Essence,meca,5.0,gris,oui,33,363,Business
37409,115.0,1.5,Diesel,meca,5.0,gris,non,13,130,Business
37410,85.0,1.5,Diesel,meca,5.0,noir,oui,20,516,Business
37411,90.0,1.5,Diesel,meca,5.0,gris,non,71,1947,Business
37412,75.0,1.5,Diesel,meca,5.0,blanc,non,69,1689,Intens
37413,90.0,1.5,Diesel,meca,5.0,blanc,oui,32,1590,Zen
37414,90.0,1.5,Essence,meca,5.0,noir,non,33,542,RS
37415,100.0,1.0,Essence,meca,5.0,orange,non,77,132,Zen
37416,85.0,1.5,Diesel,meca,5.0,blanc,non,59,327,Intens
37417,90.0,1.5,Diesel,meca,5.0,blanc,non,57,680,Societe
37418,90.0,1.5,Diesel,meca,5.0,rouge,oui,82,733,Societe
37419,90.0,0.9,Essence,meca,5.0,noir,oui,72,30,Intens
37420,100.0,1.0,Essence,meca,5.0,gris,non,73,46,Intens
37421,115.0,1.5,Diesel,meca,5.0,blanc,non,47,243,Zen
37422,85.0,1.5,Diesel,meca,5.0,gris,oui,55,121,Limited
37423,90.0,1.5,Diesel,meca,5.0,blanc,oui,38,1569,Limited
37424,130.0,1.3,Essence,auto,5.0,bleu,non,33,135,autre
37425,115.0,1.5,Diesel,meca,5.0,gris,oui,37,437,RS
37426,90.0,1.5,Diesel,meca,5.0,blanc,non,84,1017,Intens
37427,100.0,1.0,Essence,meca,5.0,bleu,oui,59,224,Zen
37428,100.0,1.0,Essence,meca,5.0,gris,non,10,142,Zen
37429,75.0,1.5,Diesel,meca,0.0,blanc,non,28,1496,RS
37430,75.0,1.5,Diesel,meca,5.0,blanc,oui,35,1348,Intens
37431,100.0,1.0,Essence,meca,5.0,gris,oui,19,194,Societe
37432,100.0,1.0,Essence,meca,5.0,gris,oui,37,436,Intens
37433,75.0,1.5,Diesel,meca,5.0,blanc,oui,10,1861,Intens
37434,75.0,1.5,Diesel,meca,5.0,gris,oui,75,1772,Societe
37435,90.0,1.5,Diesel,meca,5.0,blanc,non,38,960,Societe
37436,90.0,1.0,Diesel,meca,5.0,blanc,oui,24,641,Intens
37437,75.0,1.5,Diesel,meca,5.0,gris,non,17,957,Intens
37438,90.0,1.5,Diesel,meca,5.0,gris,non,49,302,Business
37439,90.0,1.5,Diesel,meca,5.0,blanc,non,26,725,Zen
37440,90.0,1.5,Diesel,meca,5.0,gris,non,56,857,Business
37441,90.0,1.5,Diesel,meca,5.0,gris,oui,69,929,Societe
37442,90.0,0.9,Essence,meca,5.0,noir,oui,91,1509,Zen
37443,85.0,1.5,Diesel,meca,5.0,gris,oui,76,395,Business
37444,130.0,1.3,Essence,auto,5.0,blanc,non,7,408,Intens
37445,75.0,1.2,Essence,meca,5.0,gris,oui,51,1660,Intens
37446,90.0,0.9,Essence,meca,5.0,gris,oui,95,1216,Limited
37447,120.0,1.2,Essence,auto,5.0,blanc,oui,72,2066,Limited
37448,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1535,Zen
37449,100.0,1.0,Essence,meca,5.0,rouge,non,82,130,Intens
37450,90.0,1.5,Diesel,meca,5.0,gris,non,70,1417,Limited
37451,90.0,1.5,Diesel,meca,5.0,gris,non,87,1251,Business
37452,90.0,1.5,Diesel,meca,5.0,rouge,non,84,1623,autre
37453,90.0,1.5,Diesel,meca,5.0,autre,oui,93,2386,Business
37454,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1725,RS
37455,90.0,1.5,Diesel,meca,5.0,autre,oui,7,1980,Business
37456,100.0,1.0,Essence,meca,5.0,noir,oui,62,335,Business
37457,75.0,1.5,Diesel,meca,5.0,blanc,oui,69,1637,Limited
37458,90.0,1.5,Diesel,meca,5.0,blanc,oui,91,1493,Intens
37459,90.0,0.9,Essence,meca,5.0,gris,non,77,481,Societe
37460,90.0,1.5,Diesel,auto,5.0,rouge,oui,91,454,Societe
37461,75.0,0.9,Essence,meca,5.0,noir,non,71,55,Intens
37462,90.0,0.9,Essence,meca,5.0,gris,non,13,2371,Societe
37463,90.0,0.9,Essence,meca,5.0,rouge,oui,76,2182,Societe
37464,90.0,1.5,Diesel,meca,5.0,platine,non,33,1378,Limited
37465,75.0,1.5,Diesel,meca,5.0,blanc,oui,44,1162,Intens
37466,90.0,1.5,Diesel,meca,5.0,gris,oui,95,980,autre
37467,75.0,1.5,Diesel,meca,5.0,gris,oui,35,1343,Intens
37468,90.0,0.9,Essence,meca,5.0,blanc,oui,75,300,Intens
37469,100.0,1.0,Essence,meca,5.0,bleu,non,73,68,Business
37470,100.0,1.0,Essence,meca,5.0,bleu,non,41,250,Societe
37471,90.0,0.9,Essence,meca,5.0,gris,non,54,770,Business
37472,90.0,1.5,Diesel,meca,5.0,gris,oui,77,1126,Societe
37473,90.0,1.5,Diesel,meca,5.0,noir,oui,67,571,Business
37474,90.0,1.5,Diesel,meca,5.0,blanc,non,88,1294,Intens
37475,75.0,1.5,Diesel,meca,5.0,blanc,non,13,1554,Intens
37476,90.0,1.5,Diesel,meca,5.0,platine,non,16,1336,Business
37477,90.0,1.5,Diesel,meca,5.0,gris,oui,13,1276,Intens
37478,90.0,1.5,Diesel,meca,5.0,rouge,non,14,1332,Intens
37479,85.0,1.5,Diesel,meca,5.0,gris,oui,67,392,Societe
37480,100.0,1.0,Essence,meca,5.0,autre,non,77,148,Limited
37481,75.0,1.5,Diesel,meca,5.0,blanc,non,94,1608,Business
37482,90.0,1.5,Diesel,meca,5.0,gris,non,33,1680,Business
37483,75.0,1.5,Diesel,meca,5.0,blanc,oui,56,1145,Business
37484,90.0,1.5,Diesel,meca,5.0,blanc,non,84,832,Zen
37485,90.0,1.5,Diesel,meca,5.0,gris,non,40,838,Zen
37486,75.0,1.5,Diesel,meca,5.0,gris,oui,54,350,Business
37487,75.0,1.5,Diesel,meca,5.0,blanc,non,11,581,Business
37488,90.0,1.5,Diesel,meca,5.0,gris,non,25,1647,autre
37489,85.0,1.5,Diesel,meca,5.0,gris,oui,14,287,Business
37490,130.0,1.3,Essence,auto,5.0,gris,non,87,326,Intens
37491,130.0,1.3,Essence,auto,5.0,orange,oui,69,497,Business
37492,90.0,1.5,Diesel,auto,5.0,noir,oui,30,365,Zen
37493,115.0,1.5,Diesel,meca,5.0,gris,non,59,29,Zen
37494,75.0,1.5,Essence,meca,5.0,autre,non,54,26,Zen
37495,90.0,1.5,Diesel,meca,5.0,gris,oui,83,1082,RS
37496,90.0,1.5,Diesel,meca,5.0,gris,oui,2,1170,Intens
37497,90.0,1.5,Diesel,meca,5.0,blanc,non,9,1666,Intens
37498,90.0,1.5,Diesel,meca,5.0,gris,non,69,990,RS
37499,90.0,1.5,Diesel,auto,5.0,gris,oui,78,546,Zen
37500,75.0,1.2,Essence,meca,5.0,gris,non,45,784,Intens
37501,75.0,1.5,Diesel,meca,5.0,gris,non,78,792,Intens
37502,75.0,1.5,Diesel,meca,5.0,blanc,non,44,721,Limited
37503,90.0,1.5,Diesel,meca,5.0,platine,non,43,801,Intens
37504,90.0,1.5,Diesel,meca,5.0,gris,oui,71,798,Intens
37505,90.0,1.5,Diesel,auto,5.0,blanc,non,10,873,Limited
37506,90.0,1.5,Diesel,meca,5.0,rouge,non,81,589,Business
37507,90.0,0.9,Essence,meca,5.0,titane,non,28,971,Business
37508,90.0,1.5,Diesel,meca,5.0,noir,oui,30,572,Business
37509,90.0,1.5,Diesel,auto,5.0,rouge,non,77,403,Intens
37510,75.0,1.2,Essence,meca,5.0,bleu,oui,93,5800,Intens
37511,75.0,1.2,Essence,meca,3.0,blanc,non,95,2194,Limited
37512,75.0,1.5,Diesel,meca,5.0,blanc,oui,6,496,Intens
37513,90.0,0.9,Essence,meca,5.0,gris,non,31,990,Intens
37514,90.0,0.9,Essence,meca,5.0,gris,non,78,444,Intens
37515,100.0,1.0,Essence,meca,5.0,noir,non,24,127,autre
37516,90.0,0.9,Essence,meca,5.0,gris,oui,80,1084,Zen
37517,90.0,0.9,Essence,meca,5.0,platine,non,21,883,Business
37518,75.0,1.2,Essence,meca,5.0,blanc,oui,24,1172,Intens
37519,90.0,0.9,Essence,meca,5.0,gris,non,25,1022,Intens
37520,90.0,1.5,Diesel,meca,5.0,gris,oui,33,1176,Intens
37521,90.0,1.5,Diesel,meca,5.0,blanc,oui,88,922,Limited
37522,90.0,0.9,Essence,meca,5.0,rouge,non,59,2679,Limited
37523,100.0,1.0,Essence,meca,5.0,autre,non,77,94,Limited
37524,75.0,1.5,Diesel,meca,5.0,blanc,oui,46,1293,Limited
37525,75.0,1.5,Diesel,meca,5.0,gris,non,33,751,Intens
37526,75.0,1.5,Diesel,meca,5.0,noir,oui,59,909,Societe
37527,90.0,1.5,Diesel,meca,5.0,blanc,non,38,1279,autre
37528,120.0,1.2,Essence,meca,5.0,bleu,non,84,1334,Intens
37529,75.0,1.5,Diesel,meca,5.0,blanc,non,13,1031,Business
37530,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1099,Business
37531,90.0,0.9,Essence,meca,5.0,platine,oui,14,812,Zen
37532,90.0,1.5,Diesel,meca,5.0,blanc,oui,37,884,Business
37533,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1358,Intens
37534,90.0,0.9,Essence,meca,5.0,rouge,oui,50,2321,Business
37535,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1216,Business
37536,75.0,1.5,Diesel,meca,5.0,blanc,non,35,999,Business
37537,120.0,1.2,Essence,auto,5.0,rouge,oui,78,1349,Business
37538,120.0,1.2,Essence,auto,5.0,titane,non,77,967,Business
37539,120.0,1.2,Essence,meca,5.0,gris,oui,34,1005,Limited
37540,110.0,1.5,Diesel,meca,5.0,titane,non,7,1036,Business
37541,75.0,1.5,Diesel,meca,5.0,platine,non,66,468,Business
37542,75.0,1.5,Diesel,meca,5.0,gris,non,78,992,Intens
37543,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1359,Intens
37544,90.0,0.9,Essence,meca,5.0,noir,oui,69,547,autre
37545,90.0,0.9,Essence,meca,5.0,noir,oui,13,348,Intens
37546,90.0,0.9,Essence,meca,5.0,blanc,oui,83,898,Business
37547,90.0,0.9,Essence,meca,5.0,rouge,oui,54,1412,Business
37548,90.0,1.5,Diesel,meca,5.0,gris,oui,74,772,Zen
37549,200.0,1.6,Essence,auto,5.0,blanc,non,42,1406,Intens
37550,90.0,0.9,Essence,meca,5.0,gris,non,59,549,Intens
37551,75.0,1.5,Diesel,meca,5.0,gris,non,10,1075,Limited
37552,75.0,1.5,Diesel,meca,5.0,gris,oui,64,466,Intens
37553,90.0,1.5,Diesel,meca,5.0,titane,non,40,427,Intens
37554,75.0,1.5,Diesel,meca,5.0,bleu,non,35,3399,RS
37555,90.0,1.5,Diesel,meca,5.0,gris,non,42,788,Intens
37556,90.0,1.5,Diesel,meca,5.0,gris,oui,44,830,Zen
37557,75.0,1.5,Diesel,meca,5.0,autre,oui,93,1459,Zen
37558,90.0,1.5,Diesel,meca,5.0,blanc,non,83,580,Business
37559,90.0,1.5,Diesel,meca,5.0,platine,oui,15,441,Expression
37560,75.0,0.9,Essence,meca,5.0,blanc,non,24,717,Intens
37561,90.0,1.5,Diesel,meca,5.0,noir,non,25,1391,Intens
37562,90.0,1.5,Diesel,auto,5.0,blanc,non,10,895,Zen
37563,75.0,1.5,Diesel,meca,5.0,blanc,non,93,540,Business
37564,90.0,1.5,Diesel,meca,5.0,noir,non,40,2398,Business
37565,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1879,Business
37566,75.0,1.5,Diesel,meca,5.0,blanc,oui,75,1712,autre
37567,220.0,1.6,Essence,auto,5.0,blanc,non,28,1600,Intens
37568,90.0,0.9,Essence,meca,5.0,gris,non,77,2395,Limited
37569,90.0,0.9,Essence,meca,5.0,rouge,oui,92,2005,Intens
37570,85.0,1.5,Diesel,meca,5.0,autre,non,38,59,Societe
37571,75.0,1.5,Diesel,meca,5.0,blanc,oui,31,1800,Societe
37572,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1455,RS
37573,90.0,1.5,Diesel,meca,5.0,blanc,non,31,978,Intens
37574,100.0,0.9,Essence,meca,5.0,rouge,non,57,20,Zen
37575,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1355,Zen
37576,90.0,1.5,Diesel,meca,5.0,blanc,oui,31,917,Societe
37577,100.0,1.0,Essence,meca,5.0,gris,non,64,445,Societe
37578,100.0,1.0,Essence,meca,5.0,orange,non,69,262,Business
37579,90.0,1.5,Diesel,auto,5.0,blanc,oui,35,1283,Zen
37580,100.0,1.0,Essence,meca,5.0,platine,non,71,9,Societe
37581,100.0,1.0,Essence,meca,5.0,orange,non,84,390,Societe
37582,75.0,1.5,Diesel,meca,5.0,blanc,non,71,1358,Business
37583,75.0,1.5,Diesel,meca,5.0,blanc,oui,78,1103,RS
37584,75.0,1.5,Diesel,meca,5.0,blanc,non,75,1033,Intens
37585,75.0,1.2,Essence,meca,5.0,gris,oui,24,1740,Zen
37586,75.0,1.5,Diesel,meca,5.0,blanc,non,44,920,Intens
37587,75.0,1.5,Diesel,meca,5.0,gris,oui,45,982,Business
37588,90.0,1.5,Diesel,meca,5.0,rouge,oui,13,509,Business
37589,90.0,1.5,Diesel,meca,5.0,gris,oui,35,561,Business
37590,90.0,1.5,Diesel,meca,5.0,platine,non,30,767,autre
37591,90.0,0.9,Essence,meca,5.0,blanc,non,77,66,Business
37592,60.0,1.2,Essence,meca,5.0,rouge,non,85,3580,autre
37593,90.0,0.9,Essence,meca,5.0,rouge,non,59,423,Business
37594,90.0,1.5,Diesel,meca,5.0,rouge,non,83,1137,Business
37595,90.0,0.9,Essence,meca,5.0,gris,non,78,973,Intens
37596,90.0,0.9,Essence,meca,5.0,gris,oui,44,665,autre
37597,90.0,0.9,Essence,meca,5.0,gris,oui,24,898,autre
37598,90.0,0.9,Essence,meca,5.0,platine,non,21,944,Business
37599,90.0,0.9,Essence,meca,5.0,rouge,non,24,1280,Limited
37600,75.0,1.2,Essence,meca,5.0,autre,oui,57,3095,Business
37601,90.0,1.5,Diesel,meca,5.0,noir,non,54,401,Intens
37602,90.0,1.9,Diesel,meca,3.0,blanc,oui,77,6894,Intens
37603,75.0,1.2,Essence,meca,3.0,noir,non,95,5193,Limited
37604,70.0,1.5,Diesel,meca,5.0,autre,non,1,4341,Intens
37605,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,919,Business
37606,75.0,1.2,Essence,meca,5.0,blanc,oui,76,1576,Intens
37607,120.0,1.2,Essence,auto,5.0,noir,non,33,1434,autre
37608,75.0,1.5,Diesel,meca,5.0,bleu,non,34,535,autre
37609,75.0,1.5,Diesel,meca,5.0,blanc,non,88,1337,autre
37610,90.0,1.5,Diesel,meca,5.0,gris,oui,30,375,Business
37611,90.0,1.5,Diesel,meca,5.0,gris,non,13,955,Limited
37612,90.0,1.5,Diesel,meca,5.0,blanc,non,79,815,autre
37613,90.0,1.5,Diesel,meca,5.0,blanc,oui,28,1057,Business
37614,90.0,1.5,Diesel,meca,5.0,gris,oui,59,1337,Zen
37615,90.0,0.9,Essence,meca,5.0,blanc,non,33,1934,Business
37616,220.0,1.6,Essence,auto,5.0,blanc,non,26,1384,Business
37617,75.0,1.2,Essence,meca,5.0,gris,oui,38,1588,Business
37618,120.0,1.2,Essence,auto,5.0,blanc,non,95,1288,Business
37619,90.0,1.5,Essence,meca,5.0,noir,non,57,17,Intens
37620,75.0,1.5,Diesel,meca,5.0,blanc,oui,59,503,Intens
37621,75.0,1.5,Diesel,meca,5.0,blanc,oui,45,589,RS
37622,90.0,1.5,Diesel,meca,5.0,blanc,non,2,976,Limited
37623,90.0,1.5,Diesel,meca,5.0,gris,oui,6,1396,autre
37624,90.0,1.5,Diesel,meca,5.0,blanc,oui,91,1386,autre
37625,90.0,1.5,Diesel,meca,5.0,blanc,non,1,1248,Business
37626,90.0,0.9,Essence,meca,5.0,blanc,oui,76,957,autre
37627,110.0,1.5,Diesel,meca,5.0,gris,non,78,1476,Business
37628,90.0,1.5,Diesel,meca,5.0,gris,non,13,706,Intens
37629,90.0,1.5,Diesel,meca,5.0,blanc,oui,95,1193,Intens
37630,100.0,1.0,Essence,meca,5.0,bleu,oui,92,341,Intens
37631,75.0,1.5,Diesel,meca,5.0,blanc,non,69,1695,Business
37632,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1220,Intens
37633,90.0,1.5,Diesel,meca,5.0,gris,non,85,1891,Intens
37634,90.0,1.5,Diesel,auto,5.0,blanc,oui,95,540,Societe
37635,100.0,1.0,Essence,meca,5.0,bleu,oui,31,302,Business
37636,100.0,1.0,Essence,meca,5.0,bleu,oui,92,413,Societe
37637,90.0,1.5,Diesel,meca,5.0,gris,non,35,465,Societe
37638,90.0,1.5,Diesel,meca,5.0,blanc,non,66,959,Intens
37639,105.0,1.5,Diesel,meca,5.0,gris,non,93,5037,Intens
37640,90.0,0.9,Essence,meca,5.0,gris,oui,87,796,Intens
37641,90.0,0.9,Essence,meca,5.0,gris,oui,69,989,RS
37642,90.0,0.9,Essence,meca,5.0,blanc,non,78,1168,Business
37643,75.0,1.5,Diesel,meca,5.0,noir,non,10,1797,Business
37644,90.0,1.5,Diesel,meca,5.0,blanc,non,26,819,autre
37645,75.0,1.5,Diesel,meca,5.0,blanc,non,38,2575,Business
37646,90.0,0.9,Essence,meca,5.0,gris,non,26,517,Business
37647,75.0,1.2,Essence,meca,5.0,blanc,non,26,892,autre
37648,60.0,1.2,Essence,meca,3.0,rouge,non,95,5147,Zen
37649,75.0,1.2,Essence,meca,3.0,autre,non,91,3765,Intens
37650,75.0,1.2,Essence,meca,5.0,rouge,non,44,4159,Business
37651,90.0,0.9,Essence,meca,5.0,gris,non,69,400,autre
37652,90.0,0.9,Essence,meca,5.0,blanc,oui,34,825,autre
37653,90.0,0.9,Essence,meca,5.0,rouge,oui,6,651,autre
37654,75.0,1.5,Diesel,meca,5.0,gris,non,35,1172,autre
37655,90.0,1.5,Diesel,meca,5.0,gris,non,73,865,autre
37656,75.0,1.2,Essence,meca,5.0,gris,non,35,3373,Business
37657,75.0,1.5,Diesel,meca,5.0,blanc,non,85,958,Business
37658,90.0,1.5,Diesel,meca,5.0,gris,oui,33,440,Intens
37659,90.0,1.5,Diesel,meca,5.0,bleu,oui,30,619,Zen
37660,90.0,1.5,Diesel,meca,5.0,blanc,oui,13,883,Intens
37661,90.0,0.9,Essence,meca,5.0,gris,non,27,2274,autre
37662,90.0,0.9,Essence,meca,5.0,blanc,non,40,1478,Business
37663,90.0,1.5,Diesel,meca,5.0,gris,non,41,1017,Limited
37664,120.0,1.2,Essence,auto,5.0,autre,oui,91,1303,Business
37665,75.0,1.5,Diesel,meca,5.0,gris,oui,13,482,Societe
37666,75.0,1.5,Diesel,meca,5.0,gris,oui,92,977,Intens
37667,75.0,1.5,Diesel,meca,5.0,blanc,non,88,1296,Intens
37668,70.0,1.5,Diesel,meca,3.0,blanc,non,38,3283,Intens
37669,90.0,0.9,Essence,meca,5.0,gris,non,33,1104,autre
37670,90.0,0.9,Essence,meca,5.0,gris,non,77,778,Business
37671,90.0,0.9,Essence,meca,5.0,blanc,non,10,867,autre
37672,75.0,1.2,Essence,meca,5.0,bleu,non,54,5682,Zen
37673,75.0,1.5,Diesel,meca,5.0,blanc,non,85,1191,Societe
37674,90.0,1.5,Diesel,meca,5.0,noir,oui,88,1109,Business
37675,90.0,1.5,Diesel,meca,5.0,rouge,oui,17,446,Intens
37676,75.0,1.5,Diesel,meca,5.0,gris,oui,14,1183,Limited
37677,75.0,1.5,Diesel,meca,5.0,rouge,oui,67,1079,Business
37678,75.0,1.5,Diesel,meca,5.0,blanc,non,68,677,Business
37679,75.0,1.5,Diesel,meca,5.0,gris,oui,17,563,autre
37680,90.0,1.5,Diesel,auto,5.0,noir,oui,30,442,Intens
37681,90.0,0.9,Essence,meca,5.0,noir,non,16,2514,Business
37682,90.0,0.9,Essence,meca,5.0,gris,non,77,307,Business
37683,90.0,0.9,Essence,meca,5.0,gris,oui,28,566,Business
37684,90.0,1.5,Diesel,auto,5.0,gris,oui,45,600,autre
37685,220.0,1.6,Essence,auto,5.0,blanc,non,80,1208,Intens
37686,90.0,0.9,Essence,meca,5.0,noir,oui,6,491,Intens
37687,90.0,0.9,Essence,meca,5.0,gris,oui,93,596,autre
37688,75.0,1.0,Essence,meca,5.0,gris,non,62,86,Intens
37689,75.0,1.5,Diesel,meca,5.0,blanc,non,35,808,Intens
37690,75.0,1.5,Diesel,meca,5.0,gris,oui,69,955,RS
37691,75.0,0.9,Essence,meca,5.0,titane,non,64,524,Intens
37692,90.0,1.5,Diesel,meca,5.0,blanc,oui,73,848,Limited
37693,75.0,1.5,Diesel,meca,5.0,blanc,non,78,1762,autre
37694,75.0,1.5,Diesel,meca,5.0,noir,oui,55,1530,Business
37695,90.0,1.5,Diesel,meca,5.0,gris,non,4,1961,Zen
37696,90.0,1.5,Diesel,meca,5.0,gris,non,25,403,Limited
37697,75.0,1.5,Diesel,meca,5.0,noir,oui,76,902,Business
37698,90.0,0.9,Essence,meca,5.0,rouge,non,59,2349,Business
37699,90.0,0.9,Essence,meca,5.0,rouge,non,21,1405,Zen
37700,90.0,1.5,Diesel,meca,5.0,gris,non,33,476,Business
37701,65.0,1.5,Diesel,meca,5.0,bleu,non,44,6217,Intens
37702,90.0,0.9,Essence,meca,5.0,gris,oui,33,405,Business
37703,110.0,1.5,Diesel,meca,5.0,noir,oui,68,770,Intens
37704,90.0,1.5,Diesel,auto,5.0,blanc,non,85,1301,Zen
37705,120.0,1.2,Essence,auto,5.0,gris,non,34,1344,Business
37706,90.0,1.5,Diesel,auto,5.0,gris,non,95,1226,autre
37707,75.0,1.5,Diesel,meca,5.0,gris,non,74,850,Intens
37708,75.0,1.5,Diesel,meca,5.0,gris,oui,13,591,Intens
37709,90.0,1.5,Diesel,meca,5.0,gris,non,57,685,Business
37710,90.0,1.5,Diesel,meca,5.0,gris,non,72,1405,autre
37711,90.0,0.9,Essence,meca,5.0,bleu,non,38,346,Intens
37712,90.0,1.5,Diesel,meca,5.0,noir,non,77,623,Business
37713,90.0,1.5,Diesel,meca,5.0,blanc,non,45,2403,autre
37714,90.0,0.9,Essence,meca,5.0,gris,oui,95,1524,Business
37715,90.0,1.5,Diesel,auto,5.0,blanc,non,78,476,Intens
37716,90.0,1.5,Diesel,meca,5.0,gris,oui,45,712,Intens
37717,90.0,1.5,Diesel,meca,5.0,titane,oui,40,822,Intens
37718,90.0,1.5,Diesel,meca,5.0,rouge,non,28,388,Business
37719,75.0,1.2,Essence,meca,5.0,gris,oui,34,1818,Limited
37720,75.0,1.2,Essence,meca,5.0,blanc,oui,93,1584,Intens
37721,120.0,1.2,Essence,meca,5.0,gris,non,33,1124,Intens
37722,120.0,1.2,Essence,auto,5.0,gris,non,78,789,Intens
37723,120.0,1.2,Essence,auto,5.0,platine,non,33,577,Intens
37724,90.0,1.5,Diesel,meca,5.0,gris,non,31,1921,autre
37725,75.0,1.5,Diesel,meca,5.0,gris,non,62,536,Limited
37726,75.0,1.5,Diesel,meca,5.0,gris,non,69,1199,Intens
37727,75.0,1.5,Diesel,meca,5.0,blanc,non,70,1309,Intens
37728,75.0,1.5,Diesel,meca,5.0,rouge,non,95,527,Intens
37729,220.0,1.6,Essence,auto,5.0,autre,oui,84,1459,Intens
37730,75.0,1.5,Diesel,meca,5.0,noir,non,63,2294,Business
37731,90.0,0.9,Essence,meca,5.0,gris,oui,94,891,Zen
37732,90.0,0.9,Essence,meca,5.0,noir,non,91,851,Zen
37733,75.0,1.2,Essence,meca,5.0,gris,non,57,1011,Zen
37734,90.0,1.5,Diesel,meca,5.0,rouge,oui,79,1070,RS
37735,90.0,1.5,Diesel,meca,5.0,gris,oui,63,1198,Zen
37736,75.0,1.5,Diesel,meca,5.0,blanc,oui,93,1640,Zen
37737,90.0,1.5,Diesel,meca,5.0,gris,non,13,2045,Zen
37738,100.0,1.0,Essence,meca,5.0,rouge,non,33,61,Limited
37739,100.0,1.0,Essence,meca,5.0,autre,non,10,19,Business
37740,100.0,1.0,Essence,meca,5.0,gris,non,6,387,Intens
37741,90.0,0.9,Essence,meca,5.0,gris,oui,75,1129,Societe
37742,90.0,1.5,Diesel,meca,5.0,blanc,non,40,1077,Societe
37743,130.0,1.3,Essence,auto,5.0,bleu,oui,83,361,Intens
37744,120.0,1.2,Essence,auto,5.0,noir,non,94,2251,RS
37745,85.0,1.5,Diesel,meca,5.0,blanc,oui,69,356,Zen
37746,75.0,0.9,Essence,meca,5.0,noir,non,41,431,Business
37747,85.0,1.5,Diesel,meca,5.0,gris,non,28,510,Business
37748,100.0,1.0,Essence,meca,5.0,blanc,oui,54,29,RS
37749,90.0,1.5,Diesel,meca,5.0,rouge,non,31,1829,autre
37750,90.0,1.5,Diesel,meca,5.0,gris,non,32,1329,Business
37751,75.0,1.2,Essence,meca,5.0,bleu,oui,95,3288,autre
37752,90.0,0.9,Essence,meca,5.0,rouge,non,34,1293,Zen
37753,75.0,1.5,Diesel,meca,5.0,rouge,non,40,1596,Zen
37754,75.0,1.5,Diesel,meca,5.0,gris,oui,28,1246,Business
37755,100.0,1.0,Essence,meca,5.0,gris,non,77,247,Business
37756,100.0,1.0,Essence,meca,5.0,gris,non,10,85,autre
37757,90.0,1.5,Diesel,meca,5.0,autre,non,30,1589,autre
37758,90.0,0.9,Essence,meca,5.0,gris,non,13,1001,Business
37759,100.0,1.0,Essence,meca,5.0,noir,non,92,407,Societe
