,horsepower,engine,energie,boite_de_vitesse,porte,couleur,premiere_main,departement,age,Finition
10961,90.0,1.5,Diesel,meca,5.0,blanc,oui,41,1413,Business
10962,90.0,1.5,Diesel,meca,5.0,bleu,oui,33,2502,autre
10963,90.0,0.9,Essence,meca,5.0,gris,non,25,1373,Intens
10964,90.0,0.9,Essence,meca,5.0,gris,non,42,1805,Zen
10965,75.0,1.5,Diesel,meca,5.0,blanc,oui,72,644,Business
10966,90.0,1.5,Diesel,meca,5.0,noir,non,77,417,Limited
10967,100.0,1.0,Essence,meca,5.0,noir,non,85,369,Intens
10968,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1560,Societe
10969,90.0,1.5,Diesel,auto,5.0,gris,non,50,1631,Intens
10970,100.0,1.0,Essence,meca,5.0,orange,non,73,57,Zen
10971,130.0,1.3,Essence,auto,5.0,gris,non,85,90,Intens
10972,130.0,1.3,Essence,auto,5.0,blanc,non,73,52,RS
10973,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1887,Societe
10974,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1612,Societe
10975,85.0,1.5,Diesel,meca,5.0,noir,non,17,428,Business
10976,100.0,1.0,Essence,meca,5.0,rouge,oui,92,514,Intens
10977,75.0,1.2,Essence,meca,5.0,noir,non,91,3699,autre
10978,85.0,1.5,Diesel,meca,5.0,autre,non,67,3655,Expression
10979,110.0,1.6,Essence,auto,5.0,noir,oui,60,4372,autre
10980,85.0,1.5,Diesel,meca,5.0,autre,non,95,3785,autre
10981,90.0,1.5,Diesel,meca,5.0,gris,non,67,1235,Zen
10982,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1586,Societe
10983,100.0,1.0,Essence,meca,5.0,noir,oui,73,46,Intens
10984,90.0,0.9,Essence,meca,5.0,gris,oui,34,511,Limited
10985,75.0,1.2,Essence,meca,5.0,gris,oui,69,860,Limited
10986,110.0,1.5,Diesel,meca,5.0,gris,non,62,1113,autre
10987,130.0,1.3,Essence,auto,5.0,rouge,oui,42,165,Intens
10988,115.0,1.5,Diesel,meca,5.0,rouge,oui,93,460,Intens
10989,85.0,1.5,Diesel,meca,5.0,blanc,oui,33,357,Zen
10990,130.0,1.3,Essence,auto,5.0,noir,oui,93,164,Intens
10991,120.0,1.2,Essence,auto,5.0,gris,non,35,950,Intens
10992,75.0,1.5,Diesel,meca,5.0,gris,non,37,866,Business
10993,90.0,0.9,Essence,meca,5.0,rouge,non,83,2172,Intens
10994,90.0,0.9,Essence,meca,5.0,gris,non,78,2113,Limited
10995,120.0,1.2,Essence,auto,5.0,blanc,non,33,1224,Limited
10996,90.0,0.9,Essence,meca,5.0,gris,non,13,733,Limited
10997,90.0,1.5,Diesel,meca,5.0,gris,oui,33,389,Intens
10998,75.0,0.9,Essence,meca,5.0,blanc,non,24,544,autre
10999,75.0,1.5,Diesel,meca,5.0,rouge,non,79,504,Business
11000,90.0,0.9,Essence,meca,5.0,platine,non,33,521,Intens
11001,90.0,0.9,Essence,meca,5.0,gris,non,31,879,Zen
11002,90.0,0.9,Essence,meca,5.0,blanc,oui,31,753,Zen
11003,90.0,0.9,Essence,meca,5.0,gris,non,62,715,autre
11004,75.0,1.5,Diesel,meca,5.0,blanc,oui,70,1351,Business
11005,75.0,1.2,Essence,meca,5.0,noir,oui,92,6437,autre
11006,65.0,1.5,Diesel,meca,5.0,blanc,non,33,6855,Expression
11007,90.0,1.4,Essence,meca,5.0,gris,non,95,7496,autre
11008,90.0,0.9,Essence,meca,5.0,noir,oui,91,643,Limited
11009,120.0,1.2,Essence,auto,5.0,noir,non,28,1219,Intens
11010,120.0,1.2,Essence,auto,5.0,gris,non,31,1086,Intens
11011,75.0,1.5,Diesel,meca,5.0,platine,non,64,532,Business
11012,75.0,1.5,Diesel,meca,5.0,blanc,non,33,1272,Zen
11013,75.0,1.5,Diesel,meca,5.0,gris,oui,51,844,autre
11014,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1480,Business
11015,75.0,1.5,Diesel,meca,5.0,blanc,oui,93,1370,Business
11016,90.0,1.5,Diesel,meca,5.0,noir,non,14,3202,Intens
11017,90.0,0.9,Essence,meca,5.0,gris,oui,38,432,Intens
11018,120.0,1.2,Essence,auto,5.0,blanc,oui,6,1241,Intens
11019,90.0,1.5,Diesel,meca,5.0,rouge,oui,56,915,Business
11020,75.0,1.5,Diesel,meca,5.0,autre,non,59,1119,Limited
11021,75.0,1.5,Diesel,meca,5.0,autre,oui,79,1586,Zen
11022,90.0,0.9,Essence,meca,5.0,noir,oui,91,574,Limited
11023,90.0,1.5,Diesel,meca,5.0,noir,non,37,1505,Business
11024,75.0,1.5,Diesel,meca,5.0,gris,oui,44,776,Business
11025,95.0,0.9,Essence,meca,5.0,noir,oui,91,2693,Zen
11026,90.0,1.5,Diesel,meca,5.0,blanc,oui,54,616,Business
11027,75.0,1.5,Diesel,meca,5.0,gris,non,62,1029,autre
11028,120.0,1.2,Essence,auto,5.0,blanc,non,77,1315,Limited
11029,75.0,1.5,Diesel,meca,5.0,blanc,non,44,1738,Business
11030,85.0,1.5,Diesel,meca,5.0,noir,non,86,4616,Expression
11031,100.0,1.0,Essence,meca,5.0,noir,non,8,121,Zen
11032,130.0,1.3,Essence,auto,5.0,orange,oui,13,261,Intens
11033,130.0,1.3,Essence,auto,5.0,bleu,oui,33,404,RS
11034,90.0,1.5,Diesel,meca,5.0,gris,non,94,939,Intens
11035,90.0,1.5,Diesel,meca,5.0,gris,oui,31,647,Intens
11036,90.0,1.5,Diesel,meca,5.0,rouge,non,25,279,Intens
11037,90.0,0.9,Essence,meca,5.0,gris,non,29,18,autre
11038,75.0,1.5,Diesel,meca,5.0,blanc,non,56,2115,Societe
11039,90.0,0.9,Essence,meca,5.0,noir,oui,69,103,Limited
11040,130.0,1.3,Essence,auto,5.0,orange,oui,34,444,Intens
11041,75.0,1.5,Diesel,meca,5.0,blanc,non,35,1538,Business
11042,115.0,1.5,Diesel,meca,5.0,noir,oui,63,67,RS
11043,75.0,1.2,Essence,meca,5.0,gris,oui,87,3254,Intens
11044,105.0,1.5,Diesel,meca,5.0,bleu,non,31,3523,autre
11045,90.0,0.9,Essence,meca,5.0,gris,non,95,1032,Intens
11046,75.0,1.2,Essence,meca,5.0,noir,non,54,4368,autre
11047,85.0,1.5,Diesel,meca,5.0,autre,non,42,4232,autre
11048,90.0,0.9,Essence,meca,5.0,gris,non,87,1002,Business
11049,90.0,1.5,Diesel,meca,5.0,noir,oui,93,1314,Business
11050,90.0,1.5,Diesel,meca,5.0,noir,oui,45,865,Intens
11051,90.0,1.5,Diesel,meca,5.0,bleu,oui,11,634,Intens
11052,90.0,1.5,Diesel,auto,5.0,gris,oui,21,483,Intens
11053,75.0,1.2,Essence,meca,5.0,rouge,non,91,679,autre
11054,90.0,0.9,Essence,meca,5.0,autre,oui,67,1490,Intens
11055,90.0,0.9,Essence,meca,5.0,gris,non,59,1641,Zen
11056,90.0,0.9,Essence,meca,5.0,autre,non,16,1387,Intens
11057,90.0,1.5,Diesel,meca,5.0,blanc,non,40,1722,Business
11058,90.0,1.5,Diesel,meca,5.0,blanc,oui,49,1497,Business
11059,90.0,1.5,Diesel,meca,5.0,gris,oui,93,1072,Business
11060,90.0,1.5,Diesel,meca,5.0,gris,non,74,1676,Business
11061,90.0,1.5,Diesel,auto,5.0,blanc,oui,95,1295,Business
11062,90.0,1.5,Diesel,meca,5.0,gris,non,2,1457,Intens
11063,75.0,1.5,Diesel,meca,5.0,blanc,oui,28,1814,Societe
11064,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,2197,Societe
11065,75.0,1.5,Diesel,meca,5.0,blanc,non,33,1660,Societe
11066,75.0,1.5,Diesel,meca,5.0,blanc,oui,54,1269,Business
11067,90.0,1.5,Diesel,meca,5.0,gris,non,36,2045,Business
11068,90.0,1.5,Diesel,meca,5.0,blanc,non,69,1315,Business
11069,90.0,0.9,Essence,meca,5.0,platine,non,91,1067,Limited
11070,90.0,1.5,Diesel,meca,5.0,gris,non,30,843,Business
11071,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1671,Zen
11072,75.0,1.5,Diesel,meca,5.0,gris,non,69,1509,Business
11073,75.0,1.2,Essence,meca,5.0,platine,non,38,483,autre
11074,90.0,1.5,Diesel,meca,5.0,blanc,non,26,840,Intens
11075,90.0,0.9,Essence,meca,5.0,gris,oui,54,423,Intens
11076,90.0,1.5,Diesel,meca,5.0,autre,non,13,2737,Business
11077,90.0,1.5,Diesel,meca,5.0,blanc,oui,59,614,Business
11078,90.0,0.9,Essence,meca,5.0,gris,oui,24,1091,Business
11079,90.0,1.5,Diesel,meca,5.0,gris,oui,6,1467,Business
11080,90.0,1.5,Diesel,meca,5.0,gris,oui,91,389,Business
11081,90.0,0.9,Essence,meca,5.0,rouge,non,94,380,Limited
11082,120.0,1.2,Essence,auto,5.0,rouge,oui,57,1856,Limited
11083,90.0,1.5,Diesel,meca,5.0,blanc,non,79,1095,Business
11084,90.0,1.5,Diesel,auto,5.0,gris,oui,1,2319,Intens
11085,90.0,1.5,Diesel,meca,5.0,bleu,oui,76,578,Intens
11086,90.0,1.5,Diesel,auto,5.0,titane,non,83,623,Intens
11087,90.0,1.5,Diesel,meca,5.0,gris,non,9,827,Intens
11088,90.0,1.5,Diesel,meca,5.0,noir,oui,91,2373,Intens
11089,90.0,0.9,Essence,meca,5.0,titane,non,59,812,Intens
11090,90.0,0.9,Essence,meca,5.0,gris,non,6,892,Intens
11091,75.0,1.5,Diesel,meca,5.0,blanc,non,21,1756,Zen
11092,90.0,1.5,Diesel,meca,5.0,blanc,non,23,618,autre
11093,75.0,1.2,Essence,meca,5.0,blanc,oui,30,864,Limited
11094,90.0,1.5,Diesel,meca,5.0,gris,oui,26,590,Limited
11095,110.0,1.5,Diesel,meca,5.0,gris,oui,34,1411,Intens
11096,90.0,1.5,Diesel,meca,5.0,gris,oui,13,539,Business
11097,90.0,1.5,Diesel,auto,5.0,blanc,non,44,916,Business
11098,75.0,0.9,Essence,meca,5.0,blanc,oui,95,637,Societe
11099,90.0,1.5,Diesel,meca,5.0,rouge,non,78,2818,Expression
11100,90.0,1.5,Diesel,meca,5.0,gris,oui,91,855,Intens
11101,90.0,0.9,Essence,meca,5.0,gris,non,38,297,Intens
11102,75.0,1.5,Diesel,meca,5.0,blanc,oui,69,1730,Societe
11103,90.0,1.5,Diesel,meca,5.0,blanc,non,23,1105,Limited
11104,90.0,1.5,Diesel,meca,5.0,blanc,oui,38,1275,Business
11105,90.0,0.9,Essence,meca,5.0,gris,non,73,1618,Limited
11106,90.0,1.5,Diesel,meca,5.0,blanc,non,26,1195,Societe
11107,90.0,0.9,Essence,meca,5.0,platine,non,16,1082,Limited
11108,90.0,1.5,Diesel,meca,5.0,blanc,oui,63,1458,Limited
11109,90.0,0.9,Essence,meca,5.0,gris,oui,34,495,autre
11110,90.0,1.5,Diesel,meca,5.0,bleu,oui,34,1144,Zen
11111,90.0,0.9,Essence,meca,5.0,rouge,non,53,2278,Intens
11112,75.0,1.5,Diesel,meca,5.0,bleu,non,26,996,Business
11113,90.0,1.5,Diesel,meca,5.0,bleu,non,88,1959,Intens
11114,75.0,1.5,Diesel,meca,5.0,blanc,oui,35,1839,Societe
11115,75.0,1.5,Diesel,meca,5.0,blanc,non,35,1745,Societe
11116,120.0,1.2,Essence,auto,5.0,noir,oui,42,1809,Intens
11117,100.0,0.9,Essence,meca,5.0,bleu,non,77,253,autre
11118,100.0,1.0,Essence,meca,5.0,orange,oui,38,483,Intens
11119,75.0,1.5,Diesel,meca,5.0,noir,oui,95,606,Limited
11120,90.0,1.5,Diesel,meca,5.0,noir,oui,93,606,Business
11121,75.0,1.5,Diesel,meca,5.0,blanc,non,33,1315,Business
11122,100.0,1.0,Essence,meca,5.0,bleu,oui,92,435,Business
11123,90.0,0.9,Essence,meca,5.0,gris,non,40,79,autre
11124,90.0,0.9,Essence,meca,5.0,blanc,oui,86,2357,Intens
11125,90.0,1.5,Diesel,meca,5.0,gris,non,82,598,Business
11126,100.0,1.0,Essence,meca,5.0,rouge,oui,92,302,Intens
11127,85.0,1.5,Diesel,meca,5.0,gris,oui,44,231,Zen
11128,100.0,1.0,Essence,meca,5.0,platine,oui,92,480,Zen
11129,115.0,1.5,Diesel,meca,5.0,gris,non,31,96,Intens
11130,90.0,1.5,Diesel,meca,5.0,blanc,non,47,1077,Business
11131,90.0,1.5,Diesel,meca,5.0,autre,oui,69,1366,Intens
11132,200.0,1.6,Essence,auto,5.0,noir,non,44,2745,RS
11133,85.0,1.5,Diesel,meca,5.0,noir,non,35,221,Business
11134,90.0,0.9,Essence,meca,5.0,noir,oui,59,587,Intens
11135,90.0,0.9,Essence,meca,5.0,gris,oui,31,387,Intens
11136,90.0,0.9,Essence,meca,5.0,gris,oui,34,570,autre
11137,90.0,0.9,Essence,meca,5.0,gris,oui,77,497,autre
11138,90.0,0.9,Essence,meca,5.0,gris,oui,60,434,Intens
11139,90.0,0.9,Essence,meca,5.0,gris,oui,30,388,Limited
11140,90.0,0.9,Essence,meca,5.0,blanc,oui,83,411,autre
11141,100.0,1.0,Essence,meca,5.0,autre,non,38,118,Zen
11142,75.0,1.5,Diesel,meca,5.0,blanc,oui,71,919,Business
11143,90.0,0.9,Essence,meca,5.0,gris,oui,35,1731,Limited
11144,75.0,1.5,Diesel,meca,5.0,blanc,oui,1,1901,Societe
11145,75.0,1.5,Diesel,meca,5.0,blanc,non,35,1434,Zen
11146,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1637,Societe
11147,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1269,Societe
11148,90.0,1.5,Diesel,meca,5.0,platine,non,71,883,Intens
11149,75.0,1.2,Essence,meca,5.0,gris,oui,83,2069,Zen
11150,90.0,0.9,Essence,meca,5.0,gris,oui,91,1164,Zen
11151,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1657,autre
11152,75.0,1.5,Diesel,meca,5.0,blanc,oui,1,1343,Societe
11153,115.0,1.5,Diesel,meca,5.0,gris,non,69,484,Intens
11154,90.0,1.5,Diesel,meca,5.0,blanc,oui,92,776,Business
11155,90.0,1.5,Diesel,auto,5.0,gris,non,73,725,Business
11156,90.0,1.5,Diesel,meca,5.0,gris,oui,44,2088,Business
11157,90.0,1.5,Diesel,meca,5.0,bleu,non,84,1310,Intens
11158,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1593,Societe
11159,100.0,1.0,Essence,meca,5.0,bleu,non,64,126,Intens
11160,90.0,1.5,Diesel,meca,5.0,titane,non,69,512,Limited
11161,90.0,1.5,Diesel,meca,5.0,gris,non,19,2558,autre
11162,90.0,1.5,Diesel,meca,5.0,gris,non,78,2124,Business
11163,90.0,1.5,Diesel,meca,5.0,rouge,non,34,2832,Expression
11164,90.0,0.9,Essence,meca,5.0,rouge,non,29,27,autre
11165,75.0,0.9,Essence,meca,5.0,rouge,non,57,77,autre
11166,75.0,0.9,Essence,meca,5.0,blanc,non,88,294,Limited
11167,90.0,1.5,Diesel,meca,5.0,autre,non,59,1925,Intens
11168,100.0,1.0,Essence,meca,5.0,gris,non,10,158,Intens
11169,100.0,1.0,Essence,meca,5.0,gris,non,82,397,Intens
11170,100.0,1.0,Essence,meca,5.0,bleu,non,44,421,RS
11171,90.0,1.5,Diesel,meca,5.0,gris,non,56,2573,Zen
11172,110.0,1.5,Diesel,meca,5.0,gris,non,49,1193,autre
11173,90.0,1.5,Diesel,meca,5.0,blanc,non,29,1736,Business
11174,100.0,1.0,Essence,meca,5.0,rouge,oui,64,377,Zen
11175,75.0,1.5,Diesel,meca,5.0,bleu,non,91,879,Business
11176,75.0,1.5,Diesel,meca,5.0,blanc,non,21,1191,Business
11177,100.0,1.0,Essence,meca,5.0,blanc,oui,59,292,Zen
11178,75.0,1.2,Essence,meca,5.0,gris,non,64,1938,Zen
11179,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,894,autre
11180,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1280,Zen
11181,130.0,1.3,Essence,auto,5.0,rouge,oui,77,224,RS
11182,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,2145,Societe
11183,90.0,1.5,Diesel,meca,5.0,blanc,oui,2,1152,Societe
11184,75.0,1.5,Diesel,meca,5.0,blanc,non,13,1673,Societe
11185,75.0,1.5,Diesel,meca,0.0,blanc,non,29,2173,Societe
11186,90.0,0.9,Essence,meca,5.0,blanc,non,85,869,Limited
11187,75.0,1.5,Diesel,meca,5.0,blanc,non,56,1589,Societe
11188,90.0,0.9,Essence,meca,5.0,gris,oui,24,2408,Zen
11189,75.0,1.2,Essence,meca,5.0,blanc,oui,13,1565,Limited
11190,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,2542,Societe
11191,90.0,0.9,Essence,meca,5.0,gris,non,77,423,Limited
11192,100.0,1.0,Essence,meca,5.0,gris,oui,72,330,Business
11193,100.0,1.0,Essence,auto,5.0,blanc,non,81,63,Intens
11194,130.0,1.3,Essence,auto,5.0,orange,oui,44,304,Intens
11195,90.0,0.9,Essence,meca,5.0,gris,non,59,928,Intens
11196,75.0,1.5,Diesel,meca,5.0,noir,oui,11,1952,Business
11197,90.0,0.9,Essence,meca,5.0,rouge,non,77,2416,Zen
11198,75.0,1.5,Diesel,meca,5.0,blanc,oui,14,2034,Business
11199,90.0,1.5,Diesel,meca,5.0,blanc,non,40,1277,Business
11200,90.0,1.5,Diesel,meca,5.0,gris,non,76,1515,Business
11201,75.0,1.5,Diesel,meca,5.0,blanc,non,13,2333,Zen
11202,115.0,1.5,Diesel,meca,5.0,blanc,non,13,47,Intens
11203,100.0,1.0,Essence,meca,5.0,noir,non,69,361,Intens
11204,100.0,1.0,Essence,meca,5.0,orange,non,67,410,Zen
11205,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1600,Societe
11206,100.0,1.0,Essence,meca,5.0,gris,non,59,87,Intens
11207,90.0,1.5,Diesel,meca,5.0,bleu,non,26,1224,Business
11208,75.0,1.2,Essence,meca,5.0,noir,non,77,931,Limited
11209,90.0,0.9,Essence,meca,5.0,noir,oui,85,1029,Business
11210,115.0,1.5,Diesel,meca,5.0,rouge,non,74,284,Zen
11211,90.0,1.5,Diesel,meca,5.0,blanc,non,26,1601,Intens
11212,90.0,0.9,Essence,meca,5.0,blanc,non,93,1914,Zen
11213,85.0,1.5,Diesel,meca,5.0,gris,oui,67,225,Zen
11214,90.0,1.5,Diesel,meca,5.0,rouge,non,44,899,Limited
11215,90.0,1.5,Diesel,meca,5.0,blanc,non,29,1701,Zen
11216,85.0,1.5,Diesel,meca,5.0,blanc,oui,66,505,autre
11217,85.0,1.5,Diesel,meca,5.0,noir,oui,76,439,Zen
11218,90.0,1.5,Diesel,auto,5.0,gris,oui,91,1571,Zen
11219,90.0,1.5,Diesel,meca,5.0,noir,non,69,1408,Business
11220,75.0,1.5,Diesel,meca,5.0,blanc,oui,59,1652,Intens
11221,75.0,1.5,Diesel,meca,5.0,blanc,oui,2,1470,Societe
11222,75.0,1.5,Diesel,meca,5.0,blanc,oui,28,1328,Societe
11223,75.0,1.5,Diesel,meca,5.0,gris,oui,78,443,Societe
11224,90.0,1.5,Diesel,meca,5.0,gris,non,70,547,Business
11225,90.0,1.5,Diesel,meca,5.0,gris,non,68,305,Business
11226,90.0,1.5,Diesel,meca,5.0,rouge,non,7,573,Business
11227,90.0,1.5,Diesel,meca,5.0,blanc,oui,33,703,Business
11228,90.0,1.5,Diesel,meca,5.0,gris,oui,32,565,Business
11229,90.0,0.9,Essence,meca,5.0,noir,non,84,132,Business
11230,80.0,1.5,Diesel,meca,5.0,gris,non,93,6347,autre
11231,70.0,1.5,Diesel,meca,3.0,blanc,non,1,4505,autre
11232,75.0,1.5,Diesel,meca,3.0,blanc,non,69,3172,Societe
11233,75.0,0.9,Essence,meca,5.0,gris,oui,92,601,Societe
11234,90.0,0.9,Essence,meca,5.0,blanc,oui,83,530,Limited
11235,90.0,0.9,Essence,meca,5.0,autre,oui,12,728,Business
11236,90.0,0.9,Essence,meca,5.0,rouge,non,81,1082,Business
11237,90.0,0.9,Essence,meca,5.0,blanc,non,34,581,Intens
11238,90.0,0.9,Essence,meca,5.0,gris,oui,87,947,Intens
11239,90.0,0.9,Essence,meca,5.0,gris,non,54,535,Intens
11240,90.0,0.9,Essence,meca,5.0,bleu,non,76,1581,Intens
11241,90.0,0.9,Essence,meca,5.0,gris,non,91,1094,Zen
11242,75.0,1.2,Essence,meca,5.0,blanc,non,57,818,Zen
11243,90.0,0.9,Essence,meca,5.0,gris,non,78,1100,autre
11244,120.0,1.2,Essence,auto,5.0,noir,oui,31,993,Limited
11245,75.0,1.5,Diesel,meca,5.0,blanc,oui,24,1317,Limited
11246,90.0,1.5,Diesel,meca,5.0,gris,non,67,1979,Societe
11247,90.0,1.5,Diesel,meca,5.0,blanc,oui,91,1848,Business
11248,90.0,1.5,Essence,meca,5.0,noir,oui,69,107,Societe
11249,100.0,1.0,Essence,meca,5.0,blanc,non,87,72,Limited
11250,100.0,1.0,Essence,meca,5.0,orange,non,33,421,Intens
11251,130.0,1.3,Essence,auto,5.0,gris,oui,59,280,Intens
11252,100.0,1.0,Essence,meca,5.0,bleu,non,68,34,autre
11253,130.0,1.3,Essence,auto,5.0,orange,non,43,39,Zen
11254,75.0,0.9,Essence,meca,5.0,gris,oui,13,504,Intens
11255,90.0,0.9,Essence,meca,5.0,autre,non,77,1673,Business
11256,75.0,1.5,Diesel,meca,5.0,gris,non,34,2024,Limited
11257,75.0,1.5,Diesel,meca,5.0,blanc,non,25,1865,Business
11258,90.0,1.5,Diesel,meca,5.0,blanc,oui,60,2171,autre
11259,90.0,1.5,Diesel,meca,5.0,gris,non,69,1644,Business
11260,90.0,1.5,Diesel,meca,5.0,blanc,non,38,1847,Business
11261,120.0,1.2,Essence,auto,5.0,noir,non,91,1279,Intens
11262,75.0,1.5,Diesel,meca,5.0,gris,oui,93,539,Intens
11263,75.0,1.5,Diesel,meca,5.0,blanc,non,26,958,Business
11264,75.0,1.5,Diesel,meca,5.0,blanc,oui,71,1229,Business
11265,75.0,1.5,Diesel,meca,5.0,gris,oui,44,821,Business
11266,100.0,1.5,Essence,meca,5.0,noir,non,42,12,Business
11267,80.0,1.5,Diesel,meca,5.0,rouge,non,93,6095,RS
11268,85.0,1.5,Diesel,meca,5.0,autre,oui,73,101,autre
11269,85.0,1.2,Essence,meca,5.0,gris,non,94,5126,Zen
11270,90.0,0.9,Essence,meca,5.0,gris,non,24,841,autre
11271,100.0,1.2,Essence,meca,5.0,bleu,non,38,3969,Intens
11272,110.0,1.6,Essence,auto,3.0,gris,non,95,4812,autre
11273,90.0,0.9,Essence,meca,5.0,autre,oui,93,810,autre
11274,70.0,1.5,Diesel,meca,5.0,autre,non,24,3813,Intens
11275,75.0,0.9,Essence,meca,5.0,blanc,oui,16,668,Expression
11276,90.0,1.5,Diesel,meca,5.0,gris,non,76,1005,Business
11277,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,1651,Business
11278,100.0,1.0,Essence,meca,5.0,rouge,non,13,453,Societe
11279,100.0,1.0,Essence,meca,5.0,autre,oui,62,287,Intens
11280,100.0,1.0,Essence,meca,5.0,blanc,non,57,254,autre
11281,115.0,1.5,Diesel,meca,5.0,gris,non,78,363,Zen
11282,115.0,1.2,Essence,meca,5.0,gris,non,51,6415,Intens
11283,75.0,1.2,Essence,meca,5.0,blanc,non,30,3087,Expression
11284,75.0,1.5,Diesel,meca,5.0,noir,oui,60,3990,autre
11285,75.0,1.4,Essence,auto,5.0,gris,non,95,6804,Intens
11286,75.0,0.9,Essence,meca,5.0,rouge,oui,63,327,Expression
11287,75.0,0.9,Essence,meca,5.0,gris,oui,78,440,Limited
11288,90.0,0.9,Essence,meca,5.0,gris,oui,6,997,Limited
11289,90.0,0.9,Essence,meca,5.0,gris,non,73,553,Intens
11290,90.0,0.9,Essence,meca,5.0,rouge,non,63,373,Intens
11291,90.0,0.9,Essence,meca,5.0,titane,oui,40,451,Intens
11292,90.0,0.9,Essence,meca,5.0,platine,non,16,999,Intens
11293,90.0,0.9,Essence,meca,5.0,gris,oui,76,621,Limited
11294,90.0,0.9,Essence,meca,5.0,gris,oui,31,850,Limited
11295,90.0,0.9,Essence,meca,5.0,rouge,non,40,1142,Limited
11296,90.0,0.9,Essence,meca,5.0,bleu,non,59,713,Limited
11297,90.0,0.9,Essence,meca,5.0,gris,non,26,426,Limited
11298,90.0,0.9,Essence,meca,5.0,rouge,non,91,1468,Limited
11299,90.0,0.9,Essence,meca,5.0,gris,oui,91,663,Intens
11300,90.0,1.5,Diesel,meca,5.0,gris,oui,77,730,Intens
11301,90.0,1.5,Diesel,meca,5.0,noir,non,44,519,Intens
11302,90.0,0.9,Essence,meca,5.0,noir,oui,63,1521,Intens
11303,75.0,1.5,Diesel,meca,5.0,blanc,oui,59,1619,Intens
11304,75.0,1.5,Diesel,meca,5.0,noir,oui,54,1245,Business
11305,90.0,0.9,Essence,meca,5.0,gris,non,28,508,Business
11306,90.0,1.5,Diesel,meca,5.0,noir,non,54,443,autre
11307,65.0,1.5,Diesel,meca,5.0,autre,non,47,5903,Intens
11308,70.0,1.5,Diesel,meca,5.0,bleu,non,14,5035,autre
11309,70.0,1.4,Essence,meca,5.0,gris,non,91,7434,autre
11310,90.0,0.9,Essence,meca,5.0,gris,non,83,409,Intens
11311,90.0,0.9,Essence,meca,5.0,gris,oui,68,580,Intens
11312,90.0,0.9,Essence,meca,5.0,noir,non,67,195,Intens
11313,90.0,0.9,Essence,meca,5.0,gris,oui,34,888,Intens
11314,90.0,0.9,Essence,meca,5.0,gris,oui,83,507,Business
11315,90.0,0.9,Essence,meca,5.0,rouge,oui,34,495,Intens
11316,90.0,0.9,Essence,meca,5.0,gris,non,33,1055,Intens
11317,90.0,0.9,Essence,meca,5.0,gris,non,9,946,Limited
11318,105.0,1.5,Diesel,meca,5.0,autre,non,95,2909,Zen
11319,105.0,1.4,Essence,meca,5.0,gris,non,93,7286,Intens
11320,85.0,1.5,Diesel,meca,5.0,bleu,non,77,3587,autre
11321,128.0,1.6,Essence,meca,5.0,gris,oui,77,3826,autre
11322,100.0,1.0,Essence,meca,5.0,bleu,non,21,130,autre
11323,85.0,1.5,Diesel,meca,5.0,noir,non,1,3722,Intens
11324,85.0,1.5,Diesel,meca,5.0,gris,non,59,58,autre
11325,75.0,1.2,Essence,meca,3.0,blanc,oui,78,2645,Intens
11326,90.0,0.9,Essence,meca,5.0,noir,oui,69,906,autre
11327,90.0,0.9,Essence,meca,5.0,blanc,oui,32,840,Zen
11328,90.0,0.9,Essence,meca,5.0,gris,oui,57,1005,Intens
11329,75.0,1.2,Essence,meca,5.0,blanc,oui,91,3245,Limited
11330,110.0,1.6,Essence,auto,5.0,gris,non,71,5103,autre
11331,90.0,0.9,Essence,meca,5.0,noir,non,77,780,autre
11332,90.0,0.9,Essence,meca,5.0,gris,oui,65,1053,Intens
11333,90.0,0.9,Essence,meca,5.0,gris,non,43,661,Business
11334,90.0,0.9,Essence,meca,5.0,rouge,non,44,405,Intens
11335,75.0,0.9,Essence,meca,5.0,blanc,oui,87,307,Intens
11336,90.0,0.9,Essence,meca,5.0,gris,oui,44,503,Business
11337,75.0,1.5,Diesel,meca,5.0,blanc,oui,91,3165,Business
11338,75.0,1.5,Diesel,meca,5.0,blanc,non,28,961,Expression
11339,75.0,1.5,Diesel,meca,5.0,blanc,oui,70,1007,Business
11340,90.0,0.9,Essence,meca,5.0,gris,non,74,440,Zen
11341,90.0,0.9,Essence,meca,5.0,blanc,non,45,725,Intens
11342,90.0,0.9,Essence,meca,5.0,noir,oui,33,455,Intens
